id,name,experiences_offered,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,factor_city
10020221,Bright Suite in Cute and Close Area,none,8312164,Austin,2013-08-21,within an hour,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   linkedin  ,   reviews  ,   jumio    ",TRUE,TRUE,"Beacon Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",Breakfast,""Heating"",""Washer"",""Dryer"",""Essentials"",""24-Hour Check-in"",Iron",NA,$55.00 ,NA,NA,NA,NA,1,$0.00 ,1,1125,today,TRUE,18,30,60,335,1/4/2016,1,2016-01-02,2016-01-02,100,10,10,10,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,1,Seattle
8759443,Comfy futon and couch w/ balcony,none,27628925,Emmett,2015-02-12,within a few hours,1.00,1.00,FALSE,North Beacon Hill,2,2,"    email  ,   phone  ,   facebook  ,   google  ,   reviews  ,   jumio    ",TRUE,TRUE,"12th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Shared room,2,1,1,2,Futon,"""Wireless Internet"",""Air Conditioning"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Essentials"",""Shampoo""",NA,$45.00 ,$230.00 ,NA,NA,$10.00 ,2,$10.00 ,1,3,today,TRUE,9,9,9,9,1/4/2016,2,2015-10-14,2015-11-16,100,10,10,10,10,10,10,FALSE,NA,TRUE,flexible,FALSE,FALSE,2,0.72,Seattle
6317449,Cozy Private Room on N. Beacon Hill,none,4183116,Nilda,2012-11-18,within an hour,1.00,1.00,FALSE,North Beacon Hill,2,2,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"17th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Private room,1,1,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Essentials""",NA,$50.00 ,NA,NA,NA,$25.00 ,0,$0.00 ,2,7,3 months ago,TRUE,20,50,79,79,1/4/2016,2,2015-06-03,2015-08-04,100,8,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,0.28,Seattle
6416765,Modern Townhome + Great Location,none,5779421,Kevin,2013-04-05,within an hour,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"15th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,6,2,2,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Indoor Fireplace"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Essentials"",""Shampoo""",NA,$149.00 ,"$1,250.00 ","$4,500.00 ",$750.00 ,$125.00 ,6,$50.00 ,2,60,4 days ago,TRUE,17,47,77,352,1/4/2016,21,2015-07-06,2015-12-01,87,9,10,10,10,8,9,FALSE,NA,TRUE,moderate,FALSE,FALSE,1,3.44,Seattle
5056580,Soaring Crane Luxury Garden Retreat,none,193689,Eric,2010-08-06,within an hour,1.00,1.00,TRUE,North Beacon Hill,1,1,"    email  ,   phone  ,   google  ,   reviews  ,   jumio    ",TRUE,TRUE,"17th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$99.00 ,$745.00 ,"$2,985.00 ",$100.00 ,$20.00 ,2,$0.00 ,31,365,a week ago,TRUE,30,60,88,353,1/4/2016,100,2015-04-06,2015-12-31,100,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,10.95,Seattle
6793490,PRIVATE LITTLE BEACONHILL HOUSE,none,5507055,Lori & Rob,2013-03-17,within an hour,1.00,1.00,FALSE,South Delridge,2,2,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"16th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,3,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",Hangers,Iron",NA,$69.00 ,NA,NA,$150.00 ,$65.00 ,1,$25.00 ,2,1125,5 days ago,TRUE,26,56,86,361,1/4/2016,26,2015-07-17,2015-11-28,95,10,10,10,10,9,10,FALSE,NA,TRUE,strict,TRUE,TRUE,2,4.53,Seattle
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,none,8284327,Anna,2013-08-20,within a few hours,1.00,1.00,FALSE,North Beacon Hill,3,3,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"Beacon Ave S, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,3,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$69.00 ,NA,NA,$200.00 ,$70.00 ,1,$20.00 ,2,30,4 days ago,TRUE,26,56,86,357,1/4/2016,18,2015-02-09,2015-12-10,91,10,10,10,10,9,9,FALSE,NA,FALSE,strict,TRUE,TRUE,3,1.64,Seattle
3258585,North Beacon Hill house,none,11962516,Andrew,2014-02-05,within a day,0.50,1.00,TRUE,NA,1,1,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"17th Avenue South, Seattle, WA 98144, United States",NA,North Beacon Hill,Seattle,WA,98144,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Breakfast,""Pets live on this property"",""Dog(s)"",""Heating"",""Washer"",""Dryer"",""Essentials""",NA,$80.00 ,$500.00 ,NA,NA,NA,1,$0.00 ,1,14,6 days ago,TRUE,0,0,0,155,1/4/2016,59,2014-06-16,2015-10-24,97,10,10,10,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,3.12,Seattle
815017,Small Room with a Big Eastern View,none,3404649,Mia,2012-08-28,within a day,0.90,1.00,FALSE,North Beacon Hill,2,2,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"19th Ave S, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Shared room,2,1,1,1,Real Bed,"""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Cat(s)"",""Other pet(s)"",""Heating"",""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$55.00 ,NA,NA,NA,$10.00 ,1,$8.00 ,1,5,2 weeks ago,TRUE,21,51,81,355,1/4/2016,136,2012-12-03,2015-11-16,94,10,8,10,10,10,9,FALSE,NA,FALSE,moderate,TRUE,TRUE,2,3.62,Seattle
6610942,Large suite with separate entrance!,none,6327925,Marco,2013-05-10,within a few hours,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"19th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Pets Allowed"",""Pets live on this property"",""Dog(s)"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Essentials"",""Shampoo""",NA,$75.00 ,$500.00 ,"$1,500.00 ",NA,$50.00 ,1,$0.00 ,3,1125,2 weeks ago,TRUE,26,56,86,275,1/4/2016,14,2015-07-30,2015-12-22,94,10,10,10,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,2.64,Seattle
5365612,Bedroom in Modern townhouse,none,27329128,Jorge,2015-02-06, , , ,FALSE,North Beacon Hill,2,2,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"South Hill Street, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Townhouse,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials""",NA,$50.00 ,NA,NA,$200.00 ,$30.00 ,1,$15.00 ,1,1125,6 weeks ago,TRUE,0,0,21,296,1/4/2016,5,2015-03-29,2015-08-30,100,9,10,10,10,8,8,FALSE,NA,FALSE,flexible,FALSE,FALSE,2,0.53,Seattle
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,none,8284327,Anna,2013-08-20,within a few hours,1.00,1.00,FALSE,North Beacon Hill,3,3,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"Beacon Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,3,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$69.00 ,NA,NA,$200.00 ,$70.00 ,1,$20.00 ,2,30,4 days ago,TRUE,30,60,90,347,1/4/2016,68,2013-10-14,2015-10-28,91,9,10,10,10,9,9,FALSE,NA,FALSE,strict,TRUE,TRUE,3,2.51,Seattle
2486612,"Quiet Second Floor ""Zen"" Apartment",none,6433045,Genjo,2013-05-17,within an hour,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"South Horton Street, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,5,1,1,4,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Cat(s)"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$112.00 ,NA,NA,NA,$20.00 ,2,$15.00 ,1,1125,today,TRUE,28,57,75,259,1/4/2016,65,2014-03-07,2015-12-30,91,9,9,10,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,2.91,Seattle
7748778,Thor's Scamper Urban City Camper,none,301107,Perry,2010-11-27, , , ,FALSE,North Beacon Hill,4,4,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"21st Ave S, Seattle, WA 98144, United States",NA,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,3,1,1,2,Real Bed,"""Wireless Internet"",""Air Conditioning"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Hot Tub"",""Heating"",""Family/Kid Friendly"",""First Aid Kit"",""Fire Extinguisher"",""Shampoo""",NA,$150.00 ,NA,NA,NA,NA,1,$0.00 ,1,1125,4 months ago,TRUE,30,60,90,365,1/4/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,flexible,FALSE,FALSE,4,NA,Seattle
6872650,La Guarida!..sanctuary/peace/fun,none,16838013,Erik,2014-06-16,within an hour,1.00,1.00,FALSE,North Beacon Hill,2,2,"    email  ,   phone  ,   facebook  ,   google  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"Morse Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Private room,3,1,1,1,Real Bed,"""Wireless Internet"",""Wheelchair Accessible"",""Kitchen"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",""Heating"",""Family/Kid Friendly"",""Suitable for Events"",""Washer"",""Dryer"",""Smoke Detector"",""Essentials"",""Shampoo""",NA,$65.00 ,$375.00 ,"$1,350.00 ",NA,NA,1,$0.00 ,1,90,4 weeks ago,TRUE,0,0,0,246,1/4/2016,35,2015-08-02,2015-12-29,98,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,6.73,Seattle
7634011,Near Downtown and private home feel,none,36654052,Jeremy,2015-06-24,within an hour,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   google  ,   reviews  ,   jumio  ,   kba    ",TRUE,TRUE,"Sturgus Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,6,1,3,3,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers",NA,$104.00 ,$905.00 ,"$3,200.00 ",$100.00 ,$50.00 ,1,$0.00 ,1,1125,5 days ago,TRUE,30,60,90,365,1/4/2016,24,2015-08-08,2015-12-29,82,9,8,9,9,9,9,FALSE,NA,TRUE,moderate,FALSE,FALSE,1,4.8,Seattle
1898511,Cozy room in North Beacon Hill,none,9059113,Nikki & William,2013-09-25,within an hour,1.00,1.00,FALSE,NA,2,2,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"S Atlantic Street, Seattle, WA 98144, United States",NA,North Beacon Hill,Seattle,WA,98144,House,Private room,1,1.5,1,1,Airbed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Cat(s)"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$60.00 ,NA,NA,NA,$10.00 ,1,$10.00 ,1,5,3 months ago,TRUE,21,51,80,80,1/4/2016,34,2013-11-23,2014-10-13,95,9,10,9,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,2,1.32,Seattle
8067053,Beacon Hill Private Room,none,42608911,Jared,2015-08-26,within a few hours,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews    ",TRUE,FALSE,"17th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Pets live on this property"",""Dog(s)"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Shampoo""",NA,$60.00 ,NA,NA,NA,NA,1,$0.00 ,1,1125,3 months ago,TRUE,30,60,90,365,1/4/2016,3,2015-09-07,2015-09-15,80,8,6,8,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,0.75,Seattle
1872885,Cozy Town Home with Room to Share,none,9759010,Amanda,2013-11-01,within a few hours,1.00,1.00,FALSE,NA,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"B 12th Ave S, Seattle, WA 98144, United States",NA,North Beacon Hill,Seattle,WA,98144,House,Private room,1,2.5,1,2,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Indoor Fireplace"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials""",NA,$105.00 ,$550.00 ,NA,$300.00 ,$120.00 ,1,$0.00 ,7,360,4 months ago,TRUE,1,1,1,233,1/4/2016,5,2014-12-01,2015-12-13,100,9,9,10,9,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,0.38,Seattle
6561379,Beacon Hill 2br with Park Views,none,34321359,Colin,2015-05-26,within a few hours,1.00,1.00,FALSE,NA,2,2,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"Alamo Pl S, Seattle, WA 98144, United States",NA,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,5,1,2,2,Real Bed,"""Wireless Internet"",""Air Conditioning"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Essentials""",NA,$144.00 ,$850.00 ,"$2,961.00 ",NA,$85.00 ,2,$15.00 ,2,1125,3 weeks ago,TRUE,0,4,6,78,1/4/2016,15,2015-06-20,2015-12-27,99,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,2.26,Seattle
265901,Great 1 Queen Bed Near Downtown SEA,none,862329,Prez & Cherie,2011-07-24,within a few hours,0.89,1.00,FALSE,North Beacon Hill,11,11,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"23rd Ave S, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Private room,2,1,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Buzzer/Wireless Intercom"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""",NA,$69.00 ,$525.00 ,"$2,199.00 ",$100.00 ,$40.00 ,1,$15.00 ,1,30,5 days ago,TRUE,30,60,90,365,1/4/2016,15,2012-02-06,2014-06-19,98,10,10,10,10,9,10,FALSE,NA,FALSE,strict,TRUE,TRUE,11,0.31,Seattle
392779,2/1 Plush Modern Hilltop Retreat,none,437055,Jyoti,2011-03-12,within an hour,1.00,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"S Hanford St, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,4,1,2,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$108.00 ,NA,NA,$250.00 ,$85.00 ,2,$15.00 ,3,30,4 weeks ago,TRUE,26,56,86,175,1/4/2016,80,2012-06-07,2015-12-01,98,10,10,10,10,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,1.84,Seattle
202174,"Modern Retreat, High End Amenities",none,58235,Apryl,2009-11-28,within a few hours,1.00,1.00,FALSE,International District,2,2,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"E Fir St, Seattle, WA 98122, United States",International District,North Beacon Hill,Seattle,WA,98122,House,Entire home/apt,4,2,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Safety Card"",""Essentials"",""Shampoo""",1300,$159.00 ,NA,NA,NA,$80.00 ,2,$25.00 ,2,730,2 weeks ago,TRUE,0,0,0,275,1/4/2016,14,2012-07-30,2015-10-02,96,10,10,10,10,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,0.33,Seattle
7853358,Cozy N. Beacon Hill 2 Bdrm Home,none,24905439,Xiu,2014-12-16,within an hour,0.90,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   google  ,   reviews  ,   kba    ",TRUE,TRUE,"South Bayview Street, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,4,1,2,3,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Essentials"",""Shampoo""",NA,$85.00 ,$607.00 ,"$2,300.00 ",$200.00 ,$50.00 ,2,$20.00 ,2,1125,a week ago,TRUE,26,47,77,96,1/4/2016,11,2015-09-14,2015-12-08,98,10,10,10,10,9,10,FALSE,NA,TRUE,strict,FALSE,FALSE,1,2.92,Seattle
2197168,Delightful Cottage near Light Rail,none,11206862,Tammi,2014-01-11,within an hour,1.00,1.00,TRUE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"South Lander Street, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,4,1,2,2,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",Breakfast,""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$135.00 ,$875.00 ,"$3,100.00 ",$250.00 ,$50.00 ,2,$15.00 ,2,1125,today,TRUE,9,9,9,264,1/4/2016,79,2014-01-27,2016-01-01,99,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,3.35,Seattle
4075152,The Ranch: Bed + Breakfast,none,3319535,Jess,2012-08-20,within a few hours,1.00, ,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews    ",TRUE,FALSE,"South Lander Street, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",""Dog(s)"",""Cat(s)"",""Other pet(s)"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$89.00 ,NA,NA,NA,$30.00 ,1,$0.00 ,2,1125,3 months ago,TRUE,0,0,0,6,1/4/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,NA,Seattle
5593399,Parkside Condo,none,26135596,Michael,2015-01-14,within a few hours,1.00, ,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"12th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,3,1,1,2,Real Bed,"""Wireless Internet"",Pool,""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Hot Tub"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Essentials"",""Shampoo""",NA,$120.00 ,NA,NA,NA,$20.00 ,1,$0.00 ,1,4,2 months ago,TRUE,0,10,10,257,1/4/2016,7,2015-04-05,2015-09-22,91,10,9,10,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,0.76,Seattle
366301,Paint by Number Paradise,none,1849458,Dawn Marie,2012-03-03,within a day,0.78,1.00,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   google  ,   reviews  ,   kba    ",TRUE,TRUE,"S Spokane St, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Apartment,Entire home/apt,3,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Buzzer/Wireless Intercom"",""Heating"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Essentials""",NA,$70.00 ,$440.00 ,"$1,500.00 ",$300.00 ,$50.00 ,3,$50.00 ,2,1125,3 months ago,TRUE,27,57,86,86,1/4/2016,9,2015-06-29,2015-10-08,91,9,9,10,10,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,1.42,Seattle
6644628,Convenient N. Beacon Hill Townhome,none,3686989,Alyson,2012-09-26, , , ,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"14th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Townhouse,Private room,2,1.5,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector""",NA,$150.00 ,NA,NA,NA,$25.00 ,2,$50.00 ,2,1125,5 months ago,TRUE,30,60,90,365,1/4/2016,9,2015-06-15,2015-08-24,96,10,10,9,10,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,1.32,Seattle
3593582,2 BR 2.25 Bath Townhome,none,18104211,Tony,2014-07-14, , , ,FALSE,North Beacon Hill,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"13th Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,House,Entire home/apt,5,2.5,2,2,Real Bed,"""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Kitchen"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Shampoo""",NA,$120.00 ,NA,NA,$100.00 ,$40.00 ,2,$20.00 ,2,7,4 months ago,TRUE,0,0,0,0,1/4/2016,1,2015-06-20,2015-06-20,80,10,6,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,0.15,Seattle
6716620,Sven's Urban Seattle Tent #Glamping,none,301107,Perry,2010-11-27, , , ,FALSE,North Beacon Hill,4,4,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"21st Avenue South, Seattle, WA 98144, United States",North Beacon Hill,North Beacon Hill,Seattle,WA,98144,Tent,Entire home/apt,2,0.5,1,1,Airbed,"""Wireless Internet"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",""Dog(s)"",""Hot Tub"",""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Shampoo""",NA,$65.00 ,NA,NA,NA,NA,1,$45.00 ,1,1125,4 months ago,TRUE,0,0,0,185,1/4/2016,14,2015-06-12,2015-08-23,96,10,9,10,10,9,9,FALSE,NA,FALSE,flexible,FALSE,FALSE,4,2.03,Seattle
